
SetupTitle, led1920
PrimitiveTest, I/V Sweep
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, V1
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 4
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 03/02/2020 17:45:46
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 13
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, bc20353e-4fa9-4b43-b82c-64c79d4e91d7
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, V1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 4
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, V1: [ 0 , 4 ] V / 401; I1: 100 mA; 2 W	gnd: COMMON
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, led1920
Dimension1, 401, 401
Dimension2, 1, 1
DataName, V1, I1
DataValue, 0, -1.02948E-09
DataValue, 0.01, -1.02751E-09
DataValue, 0.02, -1.03015E-09
DataValue, 0.030000000000000002, -1.03724E-09
DataValue, 0.04, -1.03429E-09
DataValue, 0.05, -1.0338E-09
DataValue, 0.060000000000000005, -1.03549E-09
DataValue, 0.07, -1.03364E-09
DataValue, 0.08, -1.03328E-09
DataValue, 0.090000000000000011, -1.03208E-09
DataValue, 0.1, -1.03159E-09
DataValue, 0.11, -1.03261E-09
DataValue, 0.12000000000000001, -1.03222E-09
DataValue, 0.13, -1.03081E-09
DataValue, 0.14, -1.03043E-09
DataValue, 0.15, -1.03207E-09
DataValue, 0.16, -1.03049E-09
DataValue, 0.17, -1.03156E-09
DataValue, 0.18000000000000002, -1.02866E-09
DataValue, 0.19, -1.02823E-09
DataValue, 0.2, -1.03208E-09
DataValue, 0.21000000000000002, -1.03072E-09
DataValue, 0.22, -1.02957E-09
DataValue, 0.23, -1.03218E-09
DataValue, 0.24000000000000002, -1.03075E-09
DataValue, 0.25, -1.03172E-09
DataValue, 0.26, -1.0297E-09
DataValue, 0.27, -1.0262E-09
DataValue, 0.28, -1.02789E-09
DataValue, 0.29000000000000004, -1.02715E-09
DataValue, 0.3, -1.03034E-09
DataValue, 0.31, -1.03164E-09
DataValue, 0.32, -1.02647E-09
DataValue, 0.33, -1.02544E-09
DataValue, 0.34, -1.01784E-09
DataValue, 0.35000000000000003, -1.02772E-09
DataValue, 0.36000000000000004, -1.02282E-09
DataValue, 0.37, -1.02377E-09
DataValue, 0.38, -1.02889E-09
DataValue, 0.39, -1.02858E-09
DataValue, 0.4, -1.02739E-09
DataValue, 0.41000000000000003, -1.02145E-09
DataValue, 0.42000000000000004, -1.02403E-09
DataValue, 0.43, -1.02067E-09
DataValue, 0.44, -1.01818E-09
DataValue, 0.45, -1.01854E-09
DataValue, 0.46, -1.02036E-09
DataValue, 0.47000000000000003, -1.01925E-09
DataValue, 0.48000000000000004, -1.01904E-09
DataValue, 0.49000000000000005, -1.01721E-09
DataValue, 0.5, -1.01613E-09
DataValue, 0.51, -1.01651E-09
DataValue, 0.52, -1.01568E-09
DataValue, 0.53, -1.01408E-09
DataValue, 0.54, -1.01492E-09
DataValue, 0.55, -1.0119E-09
DataValue, 0.56, -1.01409E-09
DataValue, 0.57000000000000006, -1.01544E-09
DataValue, 0.58000000000000007, -1.01216E-09
DataValue, 0.59000000000000008, -1.0129E-09
DataValue, 0.6, -1.01164E-09
DataValue, 0.61, -1.01147E-09
DataValue, 0.62, -1.00979E-09
DataValue, 0.63, -1.01036E-09
DataValue, 0.64, -1.00966E-09
DataValue, 0.65, -1.01102E-09
DataValue, 0.66, -1.00924E-09
DataValue, 0.67, -1.00958E-09
DataValue, 0.68, -1.00685E-09
DataValue, 0.69000000000000006, -1.00504E-09
DataValue, 0.70000000000000007, -1.00425E-09
DataValue, 0.71000000000000008, -1.00277E-09
DataValue, 0.72000000000000008, -1.00348E-09
DataValue, 0.73, -1.00237E-09
DataValue, 0.74, -1.00001E-09
DataValue, 0.75, -9.9851E-10
DataValue, 0.76, -9.9554E-10
DataValue, 0.77, -9.9379E-10
DataValue, 0.78, -9.9242E-10
DataValue, 0.79, -9.9139E-10
DataValue, 0.8, -9.9083E-10
DataValue, 0.81, -9.897E-10
DataValue, 0.82000000000000006, -9.8708E-10
DataValue, 0.83000000000000007, -9.8623E-10
DataValue, 0.84000000000000008, -9.8418E-10
DataValue, 0.85000000000000009, -9.8192E-10
DataValue, 0.86, -9.8085E-10
DataValue, 0.87, -9.7915E-10
DataValue, 0.88, -9.7921E-10
DataValue, 0.89, -9.7652E-10
DataValue, 0.9, -9.762E-10
DataValue, 0.91, -9.7348E-10
DataValue, 0.92, -9.713E-10
DataValue, 0.93, -9.6964E-10
DataValue, 0.94000000000000006, -9.6744E-10
DataValue, 0.95000000000000007, -9.6595E-10
DataValue, 0.96000000000000008, -9.6398E-10
DataValue, 0.97000000000000008, -9.6271E-10
DataValue, 0.98000000000000009, -9.6094E-10
DataValue, 0.9900000000000001, -9.5732E-10
DataValue, 1, -9.5452E-10
DataValue, 1.01, -9.5252E-10
DataValue, 1.02, -9.499E-10
DataValue, 1.03, -9.4562E-10
DataValue, 1.04, -9.4406E-10
DataValue, 1.05, -9.4146E-10
DataValue, 1.06, -9.3873E-10
DataValue, 1.07, -9.3734E-10
DataValue, 1.08, -9.3551E-10
DataValue, 1.09, -9.3072E-10
DataValue, 1.1, -9.2816E-10
DataValue, 1.11, -9.2538E-10
DataValue, 1.12, -9.2174E-10
DataValue, 1.1300000000000001, -9.2048E-10
DataValue, 1.1400000000000001, -9.1726E-10
DataValue, 1.1500000000000001, -9.1502E-10
DataValue, 1.1600000000000001, -9.1166E-10
DataValue, 1.1700000000000002, -9.1001E-10
DataValue, 1.1800000000000002, -9.0725E-10
DataValue, 1.19, -9.0399E-10
DataValue, 1.2, -9.0245E-10
DataValue, 1.21, -8.9929E-10
DataValue, 1.22, -8.9635E-10
DataValue, 1.23, -8.9419E-10
DataValue, 1.24, -8.9282E-10
DataValue, 1.25, -8.8988E-10
DataValue, 1.26, -8.8744E-10
DataValue, 1.27, -8.8586E-10
DataValue, 1.28, -8.8408E-10
DataValue, 1.29, -8.8221E-10
DataValue, 1.3, -8.7791E-10
DataValue, 1.31, -8.775E-10
DataValue, 1.32, -8.7527E-10
DataValue, 1.33, -8.7582E-10
DataValue, 1.34, -8.7174E-10
DataValue, 1.35, -8.6966E-10
DataValue, 1.36, -8.6719E-10
DataValue, 1.37, -8.6502E-10
DataValue, 1.3800000000000001, -8.6229E-10
DataValue, 1.3900000000000001, -8.5479E-10
DataValue, 1.4000000000000001, -8.5561E-10
DataValue, 1.4100000000000001, -8.553E-10
DataValue, 1.4200000000000002, -8.5888E-10
DataValue, 1.4300000000000002, -8.5631E-10
DataValue, 1.4400000000000002, -8.5666E-10
DataValue, 1.4500000000000002, -8.5475E-10
DataValue, 1.46, -8.5093E-10
DataValue, 1.47, -8.4798E-10
DataValue, 1.48, -8.4817E-10
DataValue, 1.49, -8.4549E-10
DataValue, 1.5, -8.4357E-10
DataValue, 1.51, -8.4035E-10
DataValue, 1.52, -8.3781E-10
DataValue, 1.53, -8.5141E-10
DataValue, 1.54, -8.3653E-10
DataValue, 1.55, -8.3036E-10
DataValue, 1.56, -8.2762E-10
DataValue, 1.57, -8.2801E-10
DataValue, 1.58, -8.2279E-10
DataValue, 1.59, -8.1372E-10
DataValue, 1.6, -8.0976E-10
DataValue, 1.61, -8.0644E-10
DataValue, 1.62, -7.9903E-10
DataValue, 1.6300000000000001, -7.9329E-10
DataValue, 1.6400000000000001, -7.8734E-10
DataValue, 1.6500000000000001, -7.8112E-10
DataValue, 1.6600000000000001, -7.737E-10
DataValue, 1.6700000000000002, -7.6684E-10
DataValue, 1.6800000000000002, -7.601E-10
DataValue, 1.6900000000000002, -7.5136E-10
DataValue, 1.7000000000000002, -7.4222E-10
DataValue, 1.7100000000000002, -7.3357E-10
DataValue, 1.72, -7.2363E-10
DataValue, 1.73, -7.136E-10
DataValue, 1.74, -7.0188E-10
DataValue, 1.75, -6.8787E-10
DataValue, 1.76, -6.7359E-10
DataValue, 1.77, -6.5653E-10
DataValue, 1.78, -6.377E-10
DataValue, 1.79, -6.151E-10
DataValue, 1.8, -5.8964E-10
DataValue, 1.81, -5.6432E-10
DataValue, 1.82, -5.3245E-10
DataValue, 1.83, -4.9984E-10
DataValue, 1.84, -4.5605999999999997E-10
DataValue, 1.85, -4.0771E-10
DataValue, 1.86, -3.5094E-10
DataValue, 1.87, -2.8831E-10
DataValue, 1.8800000000000001, -2.1224E-10
DataValue, 1.8900000000000001, -1.2247E-10
DataValue, 1.9000000000000001, -1.723E-11
DataValue, 1.9100000000000001, 1.0841E-10
DataValue, 1.9200000000000002, 2.5646E-10
DataValue, 1.9300000000000002, 4.3601E-10
DataValue, 1.9400000000000002, 6.5213E-10
DataValue, 1.9500000000000002, 9.0944E-10
DataValue, 1.9600000000000002, 1.2201E-09
DataValue, 1.9700000000000002, 1.59812E-09
DataValue, 1.9800000000000002, 2.07174E-09
DataValue, 1.99, 2.63369E-09
DataValue, 2, 3.33141E-09
DataValue, 2.0100000000000002, 4.18969E-09
DataValue, 2.02, 5.26986E-09
DataValue, 2.0300000000000002, 6.58806E-09
DataValue, 2.04, 8.21271E-09
DataValue, 2.05, 1.02978E-08
DataValue, 2.06, 1.28359E-08
DataValue, 2.07, 1.58976E-08
DataValue, 2.08, 1.96909E-08
DataValue, 2.09, 2.44753E-08
DataValue, 2.1, 3.02524E-08
DataValue, 2.11, 3.75066E-08
DataValue, 2.12, 4.63601E-08
DataValue, 2.13, 5.7388199999999995E-08
DataValue, 2.14, 7.0750699999999993E-08
DataValue, 2.15, 8.7307799999999993E-08
DataValue, 2.16, 1.0725699999999999E-07
DataValue, 2.17, 1.32129E-07
DataValue, 2.18, 1.61786E-07
DataValue, 2.19, 1.9826E-07
DataValue, 2.2, 2.43393E-07
DataValue, 2.21, 2.97172E-07
DataValue, 2.22, 3.64267E-07
DataValue, 2.23, 4.44264E-07
DataValue, 2.24, 5.44441E-07
DataValue, 2.25, 6.64779E-07
DataValue, 2.2600000000000002, 8.14278E-07
DataValue, 2.27, 9.95153E-07
DataValue, 2.2800000000000002, 1.2045400000000001E-06
DataValue, 2.29, 1.4815000000000001E-06
DataValue, 2.3000000000000003, 1.8152500000000001E-06
DataValue, 2.31, 2.2382900000000004E-06
DataValue, 2.32, 2.7544500000000004E-06
DataValue, 2.33, 3.4102100000000003E-06
DataValue, 2.34, 4.2134300000000006E-06
DataValue, 2.35, 5.2390200000000007E-06
DataValue, 2.36, 6.5019100000000011E-06
DataValue, 2.37, 8.0929400000000012E-06
DataValue, 2.38, 1.01398E-05
DataValue, 2.39, 1.2685E-05
DataValue, 2.4, 1.59782E-05
DataValue, 2.41, 2.00888E-05
DataValue, 2.42, 2.54204E-05
DataValue, 2.43, 3.2073400000000004E-05
DataValue, 2.44, 4.05047E-05
DataValue, 2.45, 5.1376000000000004E-05
DataValue, 2.46, 6.4841900000000007E-05
DataValue, 2.47, 8.20536E-05
DataValue, 2.48, 0.000103077
DataValue, 2.49, 0.00012949900000000002
DataValue, 2.5, 0.000161124
DataValue, 2.5100000000000002, 0.00019915400000000003
DataValue, 2.52, 0.000245071
DataValue, 2.5300000000000002, 0.000297777
DataValue, 2.54, 0.000359628
DataValue, 2.5500000000000003, 0.00042828900000000005
DataValue, 2.56, 0.00050664800000000006
DataValue, 2.57, 0.000591526
DataValue, 2.58, 0.000684227
DataValue, 2.59, 0.00078619600000000007
DataValue, 2.6, 0.00089374100000000009
DataValue, 2.61, 0.00101007
DataValue, 2.62, 0.00113094
DataValue, 2.63, 0.0012583
DataValue, 2.64, 0.00139379
DataValue, 2.65, 0.00153233
DataValue, 2.66, 0.00167892
DataValue, 2.67, 0.00182808
DataValue, 2.68, 0.00198473
DataValue, 2.69, 0.0021418
DataValue, 2.7, 0.00230362
DataValue, 2.71, 0.00247325
DataValue, 2.72, 0.00264417
DataValue, 2.73, 0.00282195
DataValue, 2.74, 0.00299867
DataValue, 2.75, 0.00318221
DataValue, 2.7600000000000002, 0.0033667000000000002
DataValue, 2.77, 0.00355279
DataValue, 2.7800000000000002, 0.00374656
DataValue, 2.79, 0.00393916
DataValue, 2.8000000000000003, 0.00413646
DataValue, 2.81, 0.00433742
DataValue, 2.82, 0.00454243
DataValue, 2.83, 0.00474791
DataValue, 2.84, 0.0049576
DataValue, 2.85, 0.00518223
DataValue, 2.86, 0.0053941300000000005
DataValue, 2.87, 0.0056116000000000004
DataValue, 2.88, 0.00582987
DataValue, 2.89, 0.0060573400000000005
DataValue, 2.9, 0.00628237
DataValue, 2.91, 0.00650652
DataValue, 2.92, 0.00673942
DataValue, 2.93, 0.00696967
DataValue, 2.94, 0.00720069
DataValue, 2.95, 0.00743599
DataValue, 2.96, 0.00785493
DataValue, 2.97, 0.00810606
DataValue, 2.98, 0.00839262
DataValue, 2.99, 0.00867183
DataValue, 3, 0.00894764
DataValue, 3.0100000000000002, 0.00942775
DataValue, 3.02, 0.00971516
DataValue, 3.0300000000000002, 0.00987988
DataValue, 3.04, 0.010179200000000001
DataValue, 3.0500000000000003, 0.010414300000000001
DataValue, 3.06, 0.0110223
DataValue, 3.0700000000000003, 0.0112835
DataValue, 3.08, 0.0115697
DataValue, 3.09, 0.011946300000000002
DataValue, 3.1, 0.012464800000000002
DataValue, 3.11, 0.012827300000000002
DataValue, 3.12, 0.0131158
DataValue, 3.13, 0.013525
DataValue, 3.14, 0.0136039
DataValue, 3.15, 0.012926900000000002
DataValue, 3.16, 0.012454300000000002
DataValue, 3.17, 0.012965
