
SetupTitle, led1920
PrimitiveTest, I/V Sweep
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, V1
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 4
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 03/02/2020 18:22:34
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 40
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, ff9684e0-04af-4ff5-9e4c-749b251cdad8
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, V1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 4
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, V1: [ 0 , 4 ] V / 401; I1: 100 mA; 2 W	gnd: COMMON
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, led1920
Dimension1, 401, 401
Dimension2, 1, 1
DataName, V1, I1
DataValue, 0, -1.00867E-09
DataValue, 0.01, -1.00762E-09
DataValue, 0.02, -1.0085E-09
DataValue, 0.030000000000000002, -1.00806E-09
DataValue, 0.04, -1.00782E-09
DataValue, 0.05, -1.00689E-09
DataValue, 0.060000000000000005, -1.00747E-09
DataValue, 0.07, -1.00761E-09
DataValue, 0.08, -1.00662E-09
DataValue, 0.090000000000000011, -1.00655E-09
DataValue, 0.1, -1.00683E-09
DataValue, 0.11, -1.00637E-09
DataValue, 0.12000000000000001, -1.00678E-09
DataValue, 0.13, -1.0069E-09
DataValue, 0.14, -1.00414E-09
DataValue, 0.15, -1.00606E-09
DataValue, 0.16, -1.00649E-09
DataValue, 0.17, -1.00707E-09
DataValue, 0.18000000000000002, -1.00634E-09
DataValue, 0.19, -1.00667E-09
DataValue, 0.2, -1.00647E-09
DataValue, 0.21000000000000002, -1.0059E-09
DataValue, 0.22, -1.00546E-09
DataValue, 0.23, -1.00383E-09
DataValue, 0.24000000000000002, -1.00441E-09
DataValue, 0.25, -1.00435E-09
DataValue, 0.26, -1.00404E-09
DataValue, 0.27, -1.0048E-09
DataValue, 0.28, -1.00582E-09
DataValue, 0.29000000000000004, -1.00415E-09
DataValue, 0.3, -1.00526E-09
DataValue, 0.31, -1.00511E-09
DataValue, 0.32, -1.00352E-09
DataValue, 0.33, -1.00481E-09
DataValue, 0.34, -1.00549E-09
DataValue, 0.35000000000000003, -1.00472E-09
DataValue, 0.36000000000000004, -1.00457E-09
DataValue, 0.37, -1.00495E-09
DataValue, 0.38, -1.00517E-09
DataValue, 0.39, -1.00546E-09
DataValue, 0.4, -1.00523E-09
DataValue, 0.41000000000000003, -1.00535E-09
DataValue, 0.42000000000000004, -1.00484E-09
DataValue, 0.43, -1.0045E-09
DataValue, 0.44, -1.0048E-09
DataValue, 0.45, -1.00714E-09
DataValue, 0.46, -1.00562E-09
DataValue, 0.47000000000000003, -1.00574E-09
DataValue, 0.48000000000000004, -1.00517E-09
DataValue, 0.49000000000000005, -1.00445E-09
DataValue, 0.5, -1.00385E-09
DataValue, 0.51, -1.00474E-09
DataValue, 0.52, -1.00521E-09
DataValue, 0.53, -1.00534E-09
DataValue, 0.54, -1.00441E-09
DataValue, 0.55, -1.00399E-09
DataValue, 0.56, -1.003E-09
DataValue, 0.57000000000000006, -1.00431E-09
DataValue, 0.58000000000000007, -1.00271E-09
DataValue, 0.59000000000000008, -1.0022E-09
DataValue, 0.6, -1.00304E-09
DataValue, 0.61, -1.00394E-09
DataValue, 0.62, -1.00127E-09
DataValue, 0.63, -1.00303E-09
DataValue, 0.64, -1.00364E-09
DataValue, 0.65, -1.00313E-09
DataValue, 0.66, -1.00099E-09
DataValue, 0.67, -1.00165E-09
DataValue, 0.68, -1.00136E-09
DataValue, 0.69000000000000006, -1.00007E-09
DataValue, 0.70000000000000007, -1.00058E-09
DataValue, 0.71000000000000008, -1.00113E-09
DataValue, 0.72000000000000008, -1.00162E-09
DataValue, 0.73, -1.00088E-09
DataValue, 0.74, -1.00052E-09
DataValue, 0.75, -1.00052E-09
DataValue, 0.76, -1.00089E-09
DataValue, 0.77, -1.00117E-09
DataValue, 0.78, -1.002E-09
DataValue, 0.79, -1.00172E-09
DataValue, 0.8, -1.00239E-09
DataValue, 0.81, -1.00323E-09
DataValue, 0.82000000000000006, -1.00332E-09
DataValue, 0.83000000000000007, -1.00494E-09
DataValue, 0.84000000000000008, -1.00244E-09
DataValue, 0.85000000000000009, -1.00253E-09
DataValue, 0.86, -1.00232E-09
DataValue, 0.87, -1.0007E-09
DataValue, 0.88, -1.00226E-09
DataValue, 0.89, -1.00357E-09
DataValue, 0.9, -1.00225E-09
DataValue, 0.91, -1.00176E-09
DataValue, 0.92, -1.00105E-09
DataValue, 0.93, -1.00052E-09
DataValue, 0.94000000000000006, -1.00043E-09
DataValue, 0.95000000000000007, -9.9998E-10
DataValue, 0.96000000000000008, -1.00106E-09
DataValue, 0.97000000000000008, -1.00182E-09
DataValue, 0.98000000000000009, -1.00132E-09
DataValue, 0.9900000000000001, -1.00198E-09
DataValue, 1, -1.00035E-09
DataValue, 1.01, -9.9992E-10
DataValue, 1.02, -1.00043E-09
DataValue, 1.03, -1.00152E-09
DataValue, 1.04, -1.00148E-09
DataValue, 1.05, -1.00211E-09
DataValue, 1.06, -1.00176E-09
DataValue, 1.07, -9.9969E-10
DataValue, 1.08, -9.9956E-10
DataValue, 1.09, -9.996E-10
DataValue, 1.1, -9.9999E-10
DataValue, 1.11, -9.9977E-10
DataValue, 1.12, -9.9726E-10
DataValue, 1.1300000000000001, -9.9991E-10
DataValue, 1.1400000000000001, -1.00002E-09
DataValue, 1.1500000000000001, -9.9998E-10
DataValue, 1.1600000000000001, -9.995E-10
DataValue, 1.1700000000000002, -9.9952E-10
DataValue, 1.1800000000000002, -9.972E-10
DataValue, 1.19, -9.966E-10
DataValue, 1.2, -9.9702E-10
DataValue, 1.21, -9.9698E-10
DataValue, 1.22, -9.973E-10
DataValue, 1.23, -9.974E-10
DataValue, 1.24, -9.9661E-10
DataValue, 1.25, -9.9538E-10
DataValue, 1.26, -9.9543E-10
DataValue, 1.27, -9.9402E-10
DataValue, 1.28, -9.9398E-10
DataValue, 1.29, -9.9378E-10
DataValue, 1.3, -9.9398E-10
DataValue, 1.31, -9.9397E-10
DataValue, 1.32, -9.9351E-10
DataValue, 1.33, -9.9212E-10
DataValue, 1.34, -9.9198E-10
DataValue, 1.35, -9.9067E-10
DataValue, 1.36, -9.8884E-10
DataValue, 1.37, -9.8738E-10
DataValue, 1.3800000000000001, -9.8623E-10
DataValue, 1.3900000000000001, -9.8569E-10
DataValue, 1.4000000000000001, -9.8532E-10
DataValue, 1.4100000000000001, -9.8416E-10
DataValue, 1.4200000000000002, -9.8235E-10
DataValue, 1.4300000000000002, -9.8082E-10
DataValue, 1.4400000000000002, -9.7836E-10
DataValue, 1.4500000000000002, -9.7628E-10
DataValue, 1.46, -9.743799999999999E-10
DataValue, 1.47, -9.7302E-10
DataValue, 1.48, -9.701E-10
DataValue, 1.49, -9.6662E-10
DataValue, 1.5, -9.638E-10
DataValue, 1.51, -9.5938E-10
DataValue, 1.52, -9.5571E-10
DataValue, 1.53, -9.5086E-10
DataValue, 1.54, -9.4647E-10
DataValue, 1.55, -9.4056E-10
DataValue, 1.56, -9.3483E-10
DataValue, 1.57, -9.2984E-10
DataValue, 1.58, -9.2347E-10
DataValue, 1.59, -9.1396E-10
DataValue, 1.6, -9.0508E-10
DataValue, 1.61, -8.9418E-10
DataValue, 1.62, -8.8125E-10
DataValue, 1.6300000000000001, -8.7196E-10
DataValue, 1.6400000000000001, -8.5969E-10
DataValue, 1.6500000000000001, -8.463E-10
DataValue, 1.6600000000000001, -8.2993E-10
DataValue, 1.6700000000000002, -8.1249E-10
DataValue, 1.6800000000000002, -7.9352E-10
DataValue, 1.6900000000000002, -7.702E-10
DataValue, 1.7000000000000002, -7.4679E-10
DataValue, 1.7100000000000002, -7.2058E-10
DataValue, 1.72, -6.873E-10
DataValue, 1.73, -6.5575E-10
DataValue, 1.74, -6.1596E-10
DataValue, 1.75, -5.7443E-10
DataValue, 1.76, -5.2453E-10
DataValue, 1.77, -4.7887E-10
DataValue, 1.78, -4.1979E-10
DataValue, 1.79, -3.5633E-10
DataValue, 1.8, -2.934E-10
DataValue, 1.81, -2.1214E-10
DataValue, 1.82, -1.2877E-10
DataValue, 1.83, -3.223E-11
DataValue, 1.84, 7.516E-11
DataValue, 1.85, 1.9188E-10
DataValue, 1.86, 3.197E-10
DataValue, 1.87, 4.8117E-10
DataValue, 1.8800000000000001, 6.3319E-10
DataValue, 1.8900000000000001, 8.1193E-10
DataValue, 1.9000000000000001, 1.03105E-09
DataValue, 1.9100000000000001, 1.26989E-09
DataValue, 1.9200000000000002, 1.53059E-09
DataValue, 1.9300000000000002, 1.82345E-09
DataValue, 1.9400000000000002, 2.17759E-09
DataValue, 1.9500000000000002, 2.56308E-09
DataValue, 1.9600000000000002, 3.01131E-09
DataValue, 1.9700000000000002, 3.50271E-09
DataValue, 1.9800000000000002, 4.07126E-09
DataValue, 1.99, 4.71989E-09
DataValue, 2, 5.46603E-09
DataValue, 2.0100000000000002, 6.32658E-09
DataValue, 2.02, 7.32105E-09
DataValue, 2.0300000000000002, 8.38885E-09
DataValue, 2.04, 9.8427999999999983E-09
DataValue, 2.05, 1.1307199999999999E-08
DataValue, 2.06, 1.3061099999999999E-08
DataValue, 2.07, 1.5085999999999997E-08
DataValue, 2.08, 1.75316E-08
DataValue, 2.09, 2.0235899999999998E-08
DataValue, 2.1, 2.3241099999999998E-08
DataValue, 2.11, 2.7176999999999996E-08
DataValue, 2.12, 3.14731E-08
DataValue, 2.13, 3.6884399999999996E-08
DataValue, 2.14, 4.29554E-08
DataValue, 2.15, 5.0687599999999995E-08
DataValue, 2.16, 5.9294299999999991E-08
DataValue, 2.17, 6.929849999999999E-08
DataValue, 2.18, 8.1514299999999988E-08
DataValue, 2.19, 9.6493199999999987E-08
DataValue, 2.2, 1.14989E-07
DataValue, 2.21, 1.36795E-07
DataValue, 2.22, 1.6420799999999998E-07
DataValue, 2.23, 1.97852E-07
DataValue, 2.24, 2.39608E-07
DataValue, 2.25, 2.90749E-07
DataValue, 2.2600000000000002, 3.56958E-07
DataValue, 2.27, 4.37688E-07
DataValue, 2.2800000000000002, 5.40628E-07
DataValue, 2.29, 6.75482E-07
DataValue, 2.3000000000000003, 8.4410199999999994E-07
DataValue, 2.31, 1.05595E-06
DataValue, 2.32, 1.3352100000000002E-06
DataValue, 2.33, 1.7056200000000002E-06
DataValue, 2.34, 2.18133E-06
DataValue, 2.35, 2.81121E-06
DataValue, 2.36, 3.6224300000000002E-06
DataValue, 2.37, 4.68385E-06
DataValue, 2.38, 6.10492E-06
DataValue, 2.39, 7.9343000000000013E-06
DataValue, 2.4, 1.03883E-05
DataValue, 2.41, 1.3561800000000001E-05
DataValue, 2.42, 1.78371E-05
DataValue, 2.43, 2.33884E-05
DataValue, 2.44, 3.07255E-05
DataValue, 2.45, 4.06315E-05
DataValue, 2.46, 5.3539700000000005E-05
DataValue, 2.47, 7.0939600000000008E-05
DataValue, 2.48, 9.3474600000000008E-05
DataValue, 2.49, 0.000123508
DataValue, 2.5, 0.000161767
DataValue, 2.5100000000000002, 0.00021074400000000001
DataValue, 2.52, 0.00027365500000000004
DataValue, 2.5300000000000002, 0.00035022600000000003
DataValue, 2.54, 0.00044521700000000003
DataValue, 2.5500000000000003, 0.00055616
DataValue, 2.56, 0.00068865800000000009
DataValue, 2.57, 0.00083806700000000007
DataValue, 2.58, 0.0010064100000000001
DataValue, 2.59, 0.00119798
DataValue, 2.6, 0.00140534
DataValue, 2.61, 0.0016363
DataValue, 2.62, 0.00188098
DataValue, 2.63, 0.0021436800000000002
DataValue, 2.64, 0.00242854
DataValue, 2.65, 0.00272535
DataValue, 2.66, 0.00304472
DataValue, 2.67, 0.0033747
DataValue, 2.68, 0.00372738
DataValue, 2.69, 0.00408868
DataValue, 2.7, 0.00446609
DataValue, 2.71, 0.0048664
DataValue, 2.72, 0.00527528
DataValue, 2.73, 0.00570824
DataValue, 2.74, 0.00614662
DataValue, 2.75, 0.00660991
DataValue, 2.7600000000000002, 0.00708171
DataValue, 2.77, 0.00756872
DataValue, 2.7800000000000002, 0.00808085
DataValue, 2.79, 0.00860034
DataValue, 2.8000000000000003, 0.00914603
DataValue, 2.81, 0.00969174
DataValue, 2.82, 0.0102608
DataValue, 2.83, 0.0108257
DataValue, 2.84, 0.0114122
DataValue, 2.85, 0.012027800000000002
DataValue, 2.86, 0.012652900000000002
DataValue, 2.87, 0.0133077
DataValue, 2.88, 0.013969800000000001
DataValue, 2.89, 0.014662000000000001
DataValue, 2.9, 0.0153629
DataValue, 2.91, 0.0160829
DataValue, 2.92, 0.0168354
DataValue, 2.93, 0.017595700000000002
DataValue, 2.94, 0.0183869
DataValue, 2.95, 0.019188100000000003
DataValue, 2.96, 0.020007700000000003
DataValue, 2.97, 0.0208622
DataValue, 2.98, 0.021726000000000002
DataValue, 2.99, 0.022622800000000002
DataValue, 3, 0.023529400000000002
DataValue, 3.0100000000000002, 0.024470900000000004
DataValue, 3.02, 0.025421600000000003
DataValue, 3.0300000000000002, 0.0263939
DataValue, 3.04, 0.027401800000000004
DataValue, 3.0500000000000003, 0.028421200000000004
DataValue, 3.06, 0.029474600000000004
DataValue, 3.0700000000000003, 0.030538900000000004
DataValue, 3.08, 0.0316371
DataValue, 3.09, 0.032745500000000004
DataValue, 3.1, 0.033874400000000006
DataValue, 3.11, 0.035041800000000005
DataValue, 3.12, 0.0362159
DataValue, 3.13, 0.0374253
DataValue, 3.14, 0.0386398
DataValue, 3.15, 0.039892300000000006
