
SetupTitle, led1920
PrimitiveTest, I/V Sweep
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, V1
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 4
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 01/28/2020 14:41:40
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 13
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, dabab4e9-0b6f-42fa-af43-2b10c8b6f93d
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, V1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 4
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, V1: [ 2 , 4 ] V / 401; I1: 100 mA; 2 W	gnd: COMMON
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, led1920
Dimension1, 401, 401
Dimension2, 1, 1
DataName, V1, I1
DataValue, 2, 1.2373699999999999E-08
DataValue, 2.005, 1.30418E-08
DataValue, 2.0100000000000002, 1.3726399999999998E-08
DataValue, 2.015, 1.45451E-08
DataValue, 2.02, 1.53521E-08
DataValue, 2.025, 1.62375E-08
DataValue, 2.0300000000000002, 1.7094599999999997E-08
DataValue, 2.035, 1.8111699999999997E-08
DataValue, 2.04, 1.9136999999999998E-08
DataValue, 2.045, 2.0211599999999997E-08
DataValue, 2.05, 2.1322599999999997E-08
DataValue, 2.055, 2.25312E-08
DataValue, 2.06, 2.3889199999999997E-08
DataValue, 2.065, 2.5247499999999998E-08
DataValue, 2.07, 2.6672099999999998E-08
DataValue, 2.075, 2.82032E-08
DataValue, 2.08, 2.99098E-08
DataValue, 2.085, 3.16017E-08
DataValue, 2.09, 3.3502899999999994E-08
DataValue, 2.095, 3.53444E-08
DataValue, 2.1, 3.7517299999999994E-08
DataValue, 2.105, 3.9754999999999994E-08
DataValue, 2.11, 4.2053499999999993E-08
DataValue, 2.115, 4.4516599999999992E-08
DataValue, 2.12, 4.7216899999999993E-08
DataValue, 2.125, 5.0189299999999997E-08
DataValue, 2.13, 5.3100799999999996E-08
DataValue, 2.1350000000000002, 5.63266E-08
DataValue, 2.14, 5.97068E-08
DataValue, 2.145, 6.32612E-08
DataValue, 2.15, 6.730029999999999E-08
DataValue, 2.1550000000000002, 7.13725E-08
DataValue, 2.16, 7.5791699999999992E-08
DataValue, 2.165, 8.04165E-08
DataValue, 2.17, 8.55495E-08
DataValue, 2.1750000000000003, 9.08639E-08
DataValue, 2.18, 9.64488E-08
DataValue, 2.185, 1.02625E-07
DataValue, 2.19, 1.0939E-07
DataValue, 2.195, 1.1634E-07
DataValue, 2.2, 1.23712E-07
DataValue, 2.205, 1.31837E-07
DataValue, 2.21, 1.40617E-07
DataValue, 2.215, 1.50098E-07
DataValue, 2.22, 1.59885E-07
DataValue, 2.225, 1.70515E-07
DataValue, 2.23, 1.82007E-07
DataValue, 2.235, 1.9499899999999999E-07
DataValue, 2.24, 2.08505E-07
DataValue, 2.245, 2.23185E-07
DataValue, 2.25, 2.38896E-07
DataValue, 2.255, 2.56105E-07
DataValue, 2.2600000000000002, 2.75534E-07
DataValue, 2.265, 2.95709E-07
DataValue, 2.27, 3.18104E-07
DataValue, 2.275, 3.4209999999999997E-07
DataValue, 2.2800000000000002, 3.6973E-07
DataValue, 2.285, 3.98644E-07
DataValue, 2.29, 4.30491E-07
DataValue, 2.295, 4.64729E-07
DataValue, 2.3000000000000003, 5.0332E-07
DataValue, 2.305, 5.47031E-07
DataValue, 2.31, 5.94361E-07
DataValue, 2.315, 6.46675E-07
DataValue, 2.32, 7.0457E-07
DataValue, 2.325, 7.7167E-07
DataValue, 2.33, 8.4334599999999993E-07
DataValue, 2.335, 9.23663E-07
DataValue, 2.34, 1.0031300000000002E-06
DataValue, 2.345, 1.1028900000000002E-06
DataValue, 2.35, 1.2189400000000001E-06
DataValue, 2.355, 1.3443200000000001E-06
DataValue, 2.36, 1.48676E-06
DataValue, 2.365, 1.64611E-06
DataValue, 2.37, 1.83465E-06
DataValue, 2.375, 2.0395700000000004E-06
DataValue, 2.38, 2.2716100000000003E-06
DataValue, 2.3850000000000002, 2.5342000000000002E-06
DataValue, 2.39, 2.83255E-06
DataValue, 2.395, 3.1842300000000003E-06
DataValue, 2.4, 3.5709000000000004E-06
DataValue, 2.4050000000000002, 4.0107300000000008E-06
DataValue, 2.41, 4.51124E-06
DataValue, 2.415, 5.0836100000000006E-06
DataValue, 2.42, 5.7598500000000004E-06
DataValue, 2.4250000000000003, 6.508580000000001E-06
DataValue, 2.43, 7.3628400000000012E-06
DataValue, 2.435, 8.3425400000000013E-06
DataValue, 2.44, 9.51049E-06
DataValue, 2.445, 1.07973E-05
DataValue, 2.45, 1.2277000000000001E-05
DataValue, 2.455, 1.39731E-05
DataValue, 2.46, 1.59245E-05
DataValue, 2.465, 1.82625E-05
DataValue, 2.47, 2.08574E-05
DataValue, 2.475, 2.3844E-05
DataValue, 2.48, 2.72883E-05
DataValue, 2.485, 3.12537E-05
DataValue, 2.49, 3.60003E-05
DataValue, 2.495, 4.12789E-05
DataValue, 2.5, 4.73724E-05
DataValue, 2.505, 5.4376400000000003E-05
DataValue, 2.5100000000000002, 6.2433E-05
DataValue, 2.515, 7.20465E-05
DataValue, 2.52, 8.26793E-05
DataValue, 2.525, 9.48196E-05
DataValue, 2.5300000000000002, 0.00010861300000000001
DataValue, 2.535, 0.000125043
DataValue, 2.54, 0.00014286
DataValue, 2.545, 0.00016294600000000002
DataValue, 2.5500000000000003, 0.000185476
DataValue, 2.555, 0.000210642
DataValue, 2.56, 0.000239823
DataValue, 2.565, 0.00027090100000000004
DataValue, 2.57, 0.000305098
DataValue, 2.575, 0.00034256200000000003
DataValue, 2.58, 0.000383428
DataValue, 2.585, 0.00042945900000000004
DataValue, 2.59, 0.00047739200000000004
DataValue, 2.595, 0.000528981
DataValue, 2.6, 0.000584152
DataValue, 2.605, 0.00064536500000000007
DataValue, 2.61, 0.000708112
DataValue, 2.615, 0.000774403
DataValue, 2.62, 0.00084446
DataValue, 2.625, 0.00091807600000000009
DataValue, 2.63, 0.000998433
DataValue, 2.6350000000000002, 0.00107892
DataValue, 2.64, 0.00116316
DataValue, 2.645, 0.001251
DataValue, 2.65, 0.00134228
DataValue, 2.6550000000000002, 0.00144059
DataValue, 2.66, 0.00153889
DataValue, 2.665, 0.00164049
DataValue, 2.67, 0.00174549
DataValue, 2.6750000000000003, 0.00185385
DataValue, 2.68, 0.0019696600000000002
DataValue, 2.685, 0.00208418
DataValue, 2.69, 0.00220216
DataValue, 2.695, 0.0023234700000000002
DataValue, 2.7, 0.00245249
DataValue, 2.705, 0.00258046
DataValue, 2.71, 0.00271132
DataValue, 2.715, 0.00284527
DataValue, 2.72, 0.00298231
DataValue, 2.725, 0.00312802
DataValue, 2.73, 0.00327209
DataValue, 2.735, 0.00341763
DataValue, 2.74, 0.00356712
DataValue, 2.745, 0.00371979
DataValue, 2.75, 0.0038814500000000003
DataValue, 2.755, 0.00404102
DataValue, 2.7600000000000002, 0.00420321
DataValue, 2.765, 0.0043685600000000005
DataValue, 2.77, 0.00454337
DataValue, 2.775, 0.00471536
DataValue, 2.7800000000000002, 0.00489022
DataValue, 2.785, 0.00506838
DataValue, 2.79, 0.0052497
DataValue, 2.795, 0.00544089
DataValue, 2.8000000000000003, 0.0056291200000000005
DataValue, 2.805, 0.00582079
DataValue, 2.81, 0.00601536
DataValue, 2.815, 0.00621315
DataValue, 2.82, 0.0064217400000000004
DataValue, 2.825, 0.00662703
DataValue, 2.83, 0.00683517
DataValue, 2.835, 0.00704659
DataValue, 2.84, 0.00726183
DataValue, 2.845, 0.00748787
DataValue, 2.85, 0.0077101
DataValue, 2.855, 0.007935890000000001
DataValue, 2.86, 0.00816555
DataValue, 2.865, 0.00840672
DataValue, 2.87, 0.00864363
DataValue, 2.875, 0.0088843
DataValue, 2.88, 0.00912773
DataValue, 2.8850000000000002, 0.00937497
DataValue, 2.89, 0.00963194
DataValue, 2.895, 0.00984143
DataValue, 2.9, 0.0101399
DataValue, 2.9050000000000002, 0.0103923
DataValue, 2.91, 0.0106505
DataValue, 2.915, 0.0109236
DataValue, 2.92, 0.011192700000000002
DataValue, 2.9250000000000003, 0.0114666
DataValue, 2.93, 0.011744000000000001
DataValue, 2.935, 0.012025500000000002
DataValue, 2.94, 0.012320800000000002
DataValue, 2.945, 0.0126119
DataValue, 2.95, 0.012907100000000001
DataValue, 2.955, 0.013206100000000002
DataValue, 2.96, 0.0135192
DataValue, 2.965, 0.013829000000000001
DataValue, 2.97, 0.014140500000000002
DataValue, 2.975, 0.0144565
DataValue, 2.98, 0.0147775
DataValue, 2.985, 0.015112400000000002
DataValue, 2.99, 0.0154426
DataValue, 2.995, 0.0157779
DataValue, 3, 0.0161173
DataValue, 3.005, 0.0164615
DataValue, 3.0100000000000002, 0.0168208
DataValue, 3.015, 0.0171747
DataValue, 3.02, 0.0175333
DataValue, 3.025, 0.017896500000000003
DataValue, 3.0300000000000002, 0.0182747
DataValue, 3.035, 0.018648500000000002
DataValue, 3.04, 0.0190261
DataValue, 3.045, 0.0194088
DataValue, 3.0500000000000003, 0.019796300000000003
DataValue, 3.055, 0.0202003
DataValue, 3.06, 0.020599100000000002
DataValue, 3.065, 0.0210029
DataValue, 3.0700000000000003, 0.0214108
DataValue, 3.075, 0.0218233
DataValue, 3.08, 0.022253500000000002
DataValue, 3.085, 0.0226814
DataValue, 3.09, 0.023110000000000002
DataValue, 3.095, 0.0235436
DataValue, 3.1, 0.023983100000000004
DataValue, 3.105, 0.024440200000000002
DataValue, 3.11, 0.024891800000000002
DataValue, 3.115, 0.0253477
DataValue, 3.12, 0.025809600000000002
DataValue, 3.125, 0.026290200000000003
DataValue, 3.13, 0.026762800000000003
DataValue, 3.1350000000000002, 0.027240700000000003
DataValue, 3.14, 0.027723700000000004
DataValue, 3.145, 0.028212800000000003
DataValue, 3.15, 0.028720300000000004
DataValue, 3.1550000000000002, 0.029221000000000004
DataValue, 3.16, 0.029726500000000003
DataValue, 3.165, 0.030236600000000002
DataValue, 3.17, 0.030766400000000003
DataValue, 3.1750000000000003, 0.0312884
DataValue, 3.18, 0.0318162
DataValue, 3.185, 0.0323485
DataValue, 3.19, 0.0328858
DataValue, 3.1950000000000003, 0.033443600000000004
DataValue, 3.2, 0.0339934
DataValue, 3.205, 0.0345477
DataValue, 3.21, 0.035107900000000004
DataValue, 3.215, 0.0356879
DataValue, 3.22, 0.0362608
DataValue, 3.225, 0.0368358
DataValue, 3.23, 0.037416300000000006
DataValue, 3.235, 0.0380015
DataValue, 3.24, 0.0386067
DataValue, 3.245, 0.0392047
DataValue, 3.25, 0.0398058
DataValue, 3.255, 0.040409600000000004
DataValue, 3.2600000000000002, 0.041036
DataValue, 3.265, 0.041653100000000005
DataValue, 3.27, 0.0422714
DataValue, 3.275, 0.042894
DataValue, 3.2800000000000002, 0.0435207
DataValue, 3.285, 0.044169000000000007
DataValue, 3.29, 0.0448076
DataValue, 3.295, 0.045447900000000006
DataValue, 3.3000000000000003, 0.046090700000000005
DataValue, 3.305, 0.046755200000000004
DataValue, 3.31, 0.0474086
DataValue, 3.315, 0.0480635
DataValue, 3.3200000000000003, 0.048722
DataValue, 3.325, 0.049399500000000006
DataValue, 3.33, 0.050065800000000008
DataValue, 3.335, 0.0507345
DataValue, 3.34, 0.051405400000000004
DataValue, 3.345, 0.052077800000000007
DataValue, 3.35, 0.0527692
DataValue, 3.355, 0.0534482
DataValue, 3.36, 0.0541292
DataValue, 3.365, 0.0548104
DataValue, 3.37, 0.055509900000000008
DataValue, 3.375, 0.056195
DataValue, 3.38, 0.056882300000000004
DataValue, 3.3850000000000002, 0.057569800000000004
DataValue, 3.39, 0.0582565
DataValue, 3.395, 0.0589616
DataValue, 3.4, 0.059652100000000007
DataValue, 3.4050000000000002, 0.060358400000000006
DataValue, 3.41, 0.061040500000000004
DataValue, 3.415, 0.061744600000000004
DataValue, 3.42, 0.0624323
DataValue, 3.4250000000000003, 0.0631197
DataValue, 3.43, 0.063806
DataValue, 3.435, 0.0644904
DataValue, 3.44, 0.0651925
DataValue, 3.4450000000000003, 0.065878600000000009
DataValue, 3.45, 0.0665638
DataValue, 3.455, 0.067243900000000009
DataValue, 3.46, 0.067944
DataValue, 3.465, 0.0686225
DataValue, 3.47, 0.069300400000000012
DataValue, 3.475, 0.069974000000000008
DataValue, 3.48, 0.0706467
DataValue, 3.485, 0.0713371
DataValue, 3.49, 0.0720086
DataValue, 3.495, 0.072674200000000008
DataValue, 3.5, 0.073339800000000011
DataValue, 3.505, 0.0740219
DataValue, 3.5100000000000002, 0.074682000000000012
DataValue, 3.515, 0.0753365
DataValue, 3.52, 0.075987000000000013
DataValue, 3.525, 0.076633500000000007
DataValue, 3.5300000000000002, 0.07730010000000001
DataValue, 3.535, 0.077944900000000011
DataValue, 3.54, 0.078585800000000011
DataValue, 3.545, 0.079222700000000007
DataValue, 3.5500000000000003, 0.079873000000000013
DataValue, 3.555, 0.08050510000000001
DataValue, 3.56, 0.0811312
DataValue, 3.565, 0.081751800000000013
DataValue, 3.5700000000000003, 0.0823698
DataValue, 3.575, 0.083006500000000011
DataValue, 3.58, 0.0836226
DataValue, 3.585, 0.084233
DataValue, 3.59, 0.0848396
DataValue, 3.595, 0.085462400000000008
DataValue, 3.6, 0.086066200000000009
DataValue, 3.605, 0.0866639
DataValue, 3.61, 0.08725780000000001
DataValue, 3.615, 0.087849400000000008
DataValue, 3.62, 0.088459900000000008
DataValue, 3.625, 0.0890486
DataValue, 3.63, 0.089634300000000014
DataValue, 3.6350000000000002, 0.090215200000000009
