
SetupTitle, led1920
PrimitiveTest, I/V Sweep
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, V1
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 4
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 01/28/2020 15:02:12
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 33
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 8deedd75-1120-4269-b428-4dc40c524211
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, V1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 4
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, V1: [ 2 , 4 ] V / 401; I1: 100 mA; 2 W	gnd: COMMON
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, led1920
Dimension1, 401, 401
Dimension2, 1, 1
DataName, V1, I1
DataValue, 2, 4.37505E-08
DataValue, 2.005, 4.58679E-08
DataValue, 2.0100000000000002, 4.82112E-08
DataValue, 2.015, 5.08099E-08
DataValue, 2.02, 5.3402099999999996E-08
DataValue, 2.025, 5.6160499999999995E-08
DataValue, 2.0300000000000002, 5.9102099999999994E-08
DataValue, 2.035, 6.2324899999999992E-08
DataValue, 2.04, 6.5593E-08
DataValue, 2.045, 6.897419999999999E-08
DataValue, 2.05, 7.25549E-08
DataValue, 2.055, 7.63537E-08
DataValue, 2.06, 8.0504399999999986E-08
DataValue, 2.065, 8.479629999999999E-08
DataValue, 2.07, 8.9168E-08
DataValue, 2.075, 9.38196E-08
DataValue, 2.08, 9.9041199999999991E-08
DataValue, 2.085, 1.04285E-07
DataValue, 2.09, 1.09822E-07
DataValue, 2.095, 1.15655E-07
DataValue, 2.1, 1.21949E-07
DataValue, 2.105, 1.28591E-07
DataValue, 2.11, 1.35538E-07
DataValue, 2.115, 1.42799E-07
DataValue, 2.12, 1.50481E-07
DataValue, 2.125, 1.58924E-07
DataValue, 2.13, 1.67613E-07
DataValue, 2.1350000000000002, 1.76613E-07
DataValue, 2.14, 1.86143E-07
DataValue, 2.145, 1.9635399999999999E-07
DataValue, 2.15, 2.07568E-07
DataValue, 2.1550000000000002, 2.19174E-07
DataValue, 2.16, 2.31247E-07
DataValue, 2.165, 2.44271E-07
DataValue, 2.17, 2.58658E-07
DataValue, 2.1750000000000003, 2.73407E-07
DataValue, 2.18, 2.88887E-07
DataValue, 2.185, 3.05619E-07
DataValue, 2.19, 3.24093E-07
DataValue, 2.195, 3.43019E-07
DataValue, 2.2, 3.63197E-07
DataValue, 2.205, 3.84922E-07
DataValue, 2.21, 4.0797199999999997E-07
DataValue, 2.215, 4.34358E-07
DataValue, 2.22, 4.61167E-07
DataValue, 2.225, 4.90186E-07
DataValue, 2.23, 5.21266E-07
DataValue, 2.235, 5.55591E-07
DataValue, 2.24, 5.92313E-07
DataValue, 2.245, 6.31919E-07
DataValue, 2.25, 6.74387E-07
DataValue, 2.255, 7.21092E-07
DataValue, 2.2600000000000002, 7.73764E-07
DataValue, 2.265, 8.2971399999999993E-07
DataValue, 2.27, 8.90583E-07
DataValue, 2.275, 9.57369E-07
DataValue, 2.2800000000000002, 1.02275E-06
DataValue, 2.285, 1.10359E-06
DataValue, 2.29, 1.1926800000000001E-06
DataValue, 2.295, 1.2903400000000002E-06
DataValue, 2.3000000000000003, 1.3990900000000002E-06
DataValue, 2.305, 1.5247000000000002E-06
DataValue, 2.31, 1.6602300000000002E-06
DataValue, 2.315, 1.8116700000000002E-06
DataValue, 2.32, 1.9807600000000003E-06
DataValue, 2.325, 2.17794E-06
DataValue, 2.33, 2.3920700000000004E-06
DataValue, 2.335, 2.6330900000000004E-06
DataValue, 2.34, 2.9045800000000004E-06
DataValue, 2.345, 3.20983E-06
DataValue, 2.35, 3.5693100000000006E-06
DataValue, 2.355, 3.96179E-06
DataValue, 2.36, 4.40878E-06
DataValue, 2.365, 4.9133600000000008E-06
DataValue, 2.37, 5.5087900000000007E-06
DataValue, 2.375, 6.1619E-06
DataValue, 2.38, 6.9016600000000009E-06
DataValue, 2.3850000000000002, 7.7412900000000009E-06
DataValue, 2.39, 8.69282E-06
DataValue, 2.395, 9.8222900000000018E-06
DataValue, 2.4, 1.10525E-05
DataValue, 2.4050000000000002, 1.24581E-05
DataValue, 2.41, 1.4054600000000001E-05
DataValue, 2.415, 1.58725E-05
DataValue, 2.42, 1.80205E-05
DataValue, 2.4250000000000003, 2.03862E-05
DataValue, 2.43, 2.3072200000000002E-05
DataValue, 2.435, 2.61276E-05
DataValue, 2.44, 2.9759700000000002E-05
DataValue, 2.445, 3.37317E-05
DataValue, 2.45, 3.82691E-05
DataValue, 2.455, 4.34312E-05
DataValue, 2.46, 4.93184E-05
DataValue, 2.465, 5.6280500000000004E-05
DataValue, 2.47, 6.39202E-05
DataValue, 2.475, 7.26163E-05
DataValue, 2.48, 8.2476300000000009E-05
DataValue, 2.485, 9.3657300000000009E-05
DataValue, 2.49, 0.000106713
DataValue, 2.495, 0.00012100400000000001
DataValue, 2.5, 0.00013705300000000002
DataValue, 2.505, 0.000155071
DataValue, 2.5100000000000002, 0.000175224
DataValue, 2.515, 0.000198523
DataValue, 2.52, 0.00022346100000000002
DataValue, 2.525, 0.000251019
DataValue, 2.5300000000000002, 0.00028132
DataValue, 2.535, 0.00031598
DataValue, 2.54, 0.000352225
DataValue, 2.545, 0.000391589
DataValue, 2.5500000000000003, 0.000434133
DataValue, 2.555, 0.000480025
DataValue, 2.56, 0.000531194
DataValue, 2.565, 0.000583852
DataValue, 2.57, 0.000639922
DataValue, 2.575, 0.00069940600000000007
DataValue, 2.58, 0.00076235000000000007
DataValue, 2.585, 0.000831261
DataValue, 2.59, 0.00090114300000000008
DataValue, 2.595, 0.000974462
DataValue, 2.6, 0.00105075
DataValue, 2.605, 0.00113386
DataValue, 2.61, 0.0012174500000000001
DataValue, 2.615, 0.00130421
DataValue, 2.62, 0.00139443
DataValue, 2.625, 0.00148784
DataValue, 2.63, 0.00158834
DataValue, 2.6350000000000002, 0.00168823
DataValue, 2.64, 0.00179131
DataValue, 2.645, 0.00189761
DataValue, 2.65, 0.00200711
DataValue, 2.6550000000000002, 0.0021241100000000002
DataValue, 2.66, 0.00224005
DataValue, 2.665, 0.00235894
DataValue, 2.67, 0.00248105
DataValue, 2.6750000000000003, 0.0026061500000000002
DataValue, 2.68, 0.00273936
DataValue, 2.685, 0.00287038
DataValue, 2.69, 0.00300452
DataValue, 2.695, 0.00314183
DataValue, 2.7, 0.00328743
DataValue, 2.705, 0.00343121
DataValue, 2.71, 0.0035778
DataValue, 2.715, 0.00372731
DataValue, 2.72, 0.00387996
DataValue, 2.725, 0.00404138
DataValue, 2.73, 0.00420082
DataValue, 2.735, 0.00436125
DataValue, 2.74, 0.0045257100000000005
DataValue, 2.745, 0.00469329
DataValue, 2.75, 0.00487022
DataValue, 2.755, 0.00504466
DataValue, 2.7600000000000002, 0.00522159
DataValue, 2.765, 0.00540163
DataValue, 2.77, 0.00559142
DataValue, 2.775, 0.0057782400000000005
DataValue, 2.7800000000000002, 0.00596769
DataValue, 2.785, 0.00616037
DataValue, 2.79, 0.00635627
DataValue, 2.795, 0.00656248
DataValue, 2.8000000000000003, 0.0067652300000000005
DataValue, 2.805, 0.00697119
DataValue, 2.81, 0.00718021
DataValue, 2.815, 0.00739273
DataValue, 2.82, 0.00761619
DataValue, 2.825, 0.007835700000000001
DataValue, 2.83, 0.00805848
DataValue, 2.835, 0.00828414
DataValue, 2.84, 0.00851376
DataValue, 2.845, 0.00875451
DataValue, 2.85, 0.00899139
DataValue, 2.855, 0.009232
DataValue, 2.86, 0.00947516
DataValue, 2.865, 0.00972103
DataValue, 2.87, 0.00989551
DataValue, 2.875, 0.0102284
DataValue, 2.88, 0.010473900000000001
DataValue, 2.8850000000000002, 0.010726600000000001
DataValue, 2.89, 0.0109934
DataValue, 2.895, 0.011256200000000001
DataValue, 2.9, 0.011523700000000001
DataValue, 2.9050000000000002, 0.0117952
DataValue, 2.91, 0.012070500000000001
DataValue, 2.915, 0.012359400000000001
DataValue, 2.92, 0.012644100000000002
DataValue, 2.9250000000000003, 0.012932700000000002
DataValue, 2.93, 0.013225
DataValue, 2.935, 0.013520500000000001
DataValue, 2.94, 0.013829900000000001
DataValue, 2.945, 0.014135100000000001
DataValue, 2.95, 0.0144448
DataValue, 2.955, 0.014757900000000001
DataValue, 2.96, 0.0150851
DataValue, 2.965, 0.015407700000000002
DataValue, 2.97, 0.0157348
DataValue, 2.975, 0.0160658
DataValue, 2.98, 0.0164008
DataValue, 2.985, 0.0167507
DataValue, 2.99, 0.0170958
DataValue, 2.995, 0.0174454
DataValue, 3, 0.017800100000000003
DataValue, 3.005, 0.0181586
DataValue, 3.0100000000000002, 0.018533200000000003
DataValue, 3.015, 0.018902500000000003
DataValue, 3.02, 0.0192766
DataValue, 3.025, 0.019655400000000003
DataValue, 3.0300000000000002, 0.0200503
DataValue, 3.035, 0.0204398
DataValue, 3.04, 0.0208335
DataValue, 3.045, 0.0212325
DataValue, 3.0500000000000003, 0.021636600000000002
DataValue, 3.055, 0.0220585
DataValue, 3.06, 0.0224746
DataValue, 3.065, 0.022895600000000002
DataValue, 3.0700000000000003, 0.0233217
DataValue, 3.075, 0.0237521
DataValue, 3.08, 0.0242015
DataValue, 3.085, 0.024645200000000003
DataValue, 3.09, 0.025093800000000003
DataValue, 3.095, 0.0255491
DataValue, 3.1, 0.026009400000000002
DataValue, 3.105, 0.026488100000000004
DataValue, 3.11, 0.026961500000000003
DataValue, 3.115, 0.027439500000000002
DataValue, 3.12, 0.0279239
DataValue, 3.125, 0.0284275
DataValue, 3.13, 0.028924200000000004
DataValue, 3.1350000000000002, 0.029427200000000004
DataValue, 3.14, 0.029935200000000002
DataValue, 3.145, 0.030449600000000004
DataValue, 3.15, 0.030983600000000004
DataValue, 3.1550000000000002, 0.031511700000000004
DataValue, 3.16, 0.032051300000000005
DataValue, 3.165, 0.032589900000000005
DataValue, 3.17, 0.033147800000000005
DataValue, 3.1750000000000003, 0.033713900000000005
DataValue, 3.18, 0.0342688
DataValue, 3.185, 0.034832
DataValue, 3.19, 0.0354024
DataValue, 3.1950000000000003, 0.0359943
DataValue, 3.2, 0.036579900000000005
DataValue, 3.205, 0.037171100000000006
DataValue, 3.21, 0.0377685
DataValue, 3.215, 0.0383883
DataValue, 3.22, 0.039001200000000007
DataValue, 3.225, 0.0396192
DataValue, 3.23, 0.0402425
DataValue, 3.235, 0.040871500000000005
DataValue, 3.24, 0.0415236
DataValue, 3.245, 0.0421682
DataValue, 3.25, 0.042818400000000006
DataValue, 3.255, 0.0434744
DataValue, 3.2600000000000002, 0.044152100000000007
DataValue, 3.265, 0.044823600000000005
DataValue, 3.27, 0.0455001
DataValue, 3.275, 0.0461804
DataValue, 3.2800000000000002, 0.046866300000000007
DataValue, 3.285, 0.047575200000000005
DataValue, 3.29, 0.048276400000000004
DataValue, 3.295, 0.0489831
DataValue, 3.3000000000000003, 0.049693900000000006
DataValue, 3.305, 0.0504266
DataValue, 3.31, 0.0511515
DataValue, 3.315, 0.0518805
DataValue, 3.3200000000000003, 0.052614400000000006
DataValue, 3.325, 0.0533693
DataValue, 3.33, 0.0541159
DataValue, 3.335, 0.0548659
DataValue, 3.34, 0.055620900000000008
DataValue, 3.345, 0.056380400000000004
DataValue, 3.35, 0.057161100000000006
DataValue, 3.355, 0.0579317
DataValue, 3.36, 0.058705000000000007
DataValue, 3.365, 0.059482200000000006
DataValue, 3.37, 0.0602801
DataValue, 3.375, 0.061067400000000008
DataValue, 3.38, 0.061856600000000005
DataValue, 3.3850000000000002, 0.062648100000000012
DataValue, 3.39, 0.0634445
DataValue, 3.395, 0.0642608
DataValue, 3.4, 0.0650653
DataValue, 3.4050000000000002, 0.0658712
DataValue, 3.41, 0.066677
DataValue, 3.415, 0.067504500000000009
DataValue, 3.42, 0.0683171
DataValue, 3.4250000000000003, 0.0691288
DataValue, 3.43, 0.0699414
DataValue, 3.435, 0.0707538
DataValue, 3.44, 0.071589300000000008
DataValue, 3.4450000000000003, 0.0724037
DataValue, 3.45, 0.073220600000000011
DataValue, 3.455, 0.074034800000000012
DataValue, 3.46, 0.0748664
DataValue, 3.465, 0.0756777
DataValue, 3.47, 0.076487300000000008
DataValue, 3.475, 0.077295200000000008
DataValue, 3.48, 0.078099200000000008
DataValue, 3.485, 0.0789223
DataValue, 3.49, 0.07972570000000001
DataValue, 3.495, 0.0805233
DataValue, 3.5, 0.08131780000000001
DataValue, 3.505, 0.0821302
DataValue, 3.5100000000000002, 0.0829237
DataValue, 3.515, 0.083704
DataValue, 3.52, 0.084482
DataValue, 3.525, 0.0852537
DataValue, 3.5300000000000002, 0.086044000000000009
DataValue, 3.535, 0.0868112
DataValue, 3.54, 0.087572500000000011
DataValue, 3.545, 0.08832870000000001
DataValue, 3.5500000000000003, 0.089102000000000015
DataValue, 3.555, 0.0898544
DataValue, 3.56, 0.090600500000000014
DataValue, 3.565, 0.09133970000000001
DataValue, 3.5700000000000003, 0.0920754
DataValue, 3.575, 0.0928278
DataValue, 3.58, 0.0935576
DataValue, 3.585, 0.0942819
DataValue, 3.59, 0.09500080000000001
DataValue, 3.595, 0.095734500000000014
DataValue, 3.6, 0.0964464
DataValue, 3.605, 0.0971516
DataValue, 3.61, 0.0978514
DataValue, 3.615, 0.0985449
DataValue, 3.62, 0.099255100000000013
DataValue, 3.625, 0.099943400000000016
DataValue, 3.63, 0.10000200000000001
DataValue, 3.6350000000000002, 
DataValue, 3.64, 
DataValue, 3.645, 
DataValue, 3.65, 
DataValue, 3.6550000000000002, 
